inst,stim,mnist_index,cond,acc,rt,conf,sat,noise
58,2,8354,1,0.97,5.2,22153.0199,3,Low
59,2,8354,1,0.93,4.87,22842.7141,3,Low
0,1,8391,0,1,9.39,23230.82253,6,Low
1,1,8391,0,0.33,10.25,20498.5518,6,Low
2,1,8391,0,1,6.02,248482.0294,6,Low
3,1,8391,0,0.84,9.39,51019.25375,6,Low
4,1,8391,0,0.59,9.53,25057.3498,6,Low
5,1,8391,0,1,7.92,94660.09441,6,Low
6,1,8391,0,1,6.66,107495.8374,6,Low
7,1,8391,0,0.42,9.38,25542.35875,6,Low
8,1,8391,0,0.78,11.51,54251.08297,6,Low
9,1,8391,0,1,6.2,172551.4477,6,Low
10,1,8391,0,0.98,8.27,64581.60688,6,Low
11,1,8391,0,1,6.04,379548.4697,6,Low
12,1,8391,0,0.89,10.34,36577.47488,6,Low
13,1,8391,0,1,8.91,40342.45406,6,Low
14,1,8391,0,1,8.91,41480.49889,6,Low
15,1,8391,0,0.73,10.08,44851.69273,6,Low
16,1,8391,0,0.88,9.73,50588.60789,6,Low
17,1,8391,0,1,6.05,184663.4088,6,Low
18,1,8391,0,1,6.23,118267.9378,6,Low
19,1,8391,0,1,6.02,293185.2463,6,Low
20,1,8391,0,1,6.08,151319.3866,6,Low
21,1,8391,0,0.99,6.99,92425.03711,6,Low
22,1,8391,0,1,6.33,79318.22152,6,Low
23,1,8391,0,0.4,14.65,19631.76121,6,Low
24,1,8391,0,0.54,14.62,22670.46031,6,Low
25,1,8391,0,0.39,13.97,18864.94756,6,Low
26,1,8391,0,0.38,14.1,17171.89199,6,Low
27,1,8391,0,1,6.05,100630.0836,6,Low
28,1,8391,0,1,6.38,99100.95602,6,Low
29,1,8391,0,1,6.51,128885.0123,6,Low
30,1,8391,0,1,6.59,124076.4032,6,Low
31,1,8391,0,0.99,8.2,68278.2027,6,Low
32,1,8391,0,0.97,10.08,41471.72387,6,Low
33,1,8391,0,0.48,13.91,21520.03269,6,Low
34,1,8391,0,1,6.12,133073.9498,6,Low
35,1,8391,0,1,6.43,137372.6704,6,Low
36,1,8391,0,1,6.06,130149.8782,6,Low
37,1,8391,0,0.26,17.09,20430.53203,6,Low
38,1,8391,0,0.89,9.57,42914.65598,6,Low
39,1,8391,0,0.72,12.57,27558.80516,6,Low
40,1,8391,0,1,6.33,71921.23223,6,Low
41,1,8391,0,1,6.27,126367.2563,6,Low
42,1,8391,0,0.98,7.46,46624.85199,6,Low
43,1,8391,0,0.79,13.15,37030.36984,6,Low
44,1,8391,0,1,6.21,129938.7157,6,Low
45,1,8391,0,0.97,9.28,48454.13348,6,Low
46,1,8391,0,0.98,10.65,35998.46715,6,Low
47,1,8391,0,0.97,8.99,53044.16871,6,Low
48,1,8391,0,1,6.1,130171.8919,6,Low
49,1,8391,0,1,6.12,80282.03773,6,Low
50,1,8391,0,1,6.18,76379.48609,6,Low
51,1,8391,0,0.99,8.96,47136.54566,6,Low
52,1,8391,0,1,8.46,49863.3485,6,Low
53,1,8391,0,1,6.15,113117.5072,6,Low
54,1,8391,0,1,6.18,75228.1668,6,Low
55,1,8391,0,1,6.26,86414.1248,6,Low
56,1,8391,0,1,6.25,81611.96098,6,Low
57,1,8391,0,0.35,14.14,23446.87414,6,Low
58,1,8391,0,1,7.14,74988.07645,6,Low
59,1,8391,0,1,7.07,76166.25691,6,Low
0,5,8413,1,0.14,5.29,8532.592676,3,High
1,5,8413,1,0.2,4.74,19310.80215,3,High
2,5,8413,1,0.96,3.99,21982.91325,3,High
3,5,8413,1,0.69,4.26,23447.63818,3,High
4,5,8413,1,0.05,5.64,20609.30844,3,High
5,5,8413,1,0,4.45,33103.18211,3,High
6,5,8413,1,1,3.24,64769.41531,3,High
7,5,8413,1,1,3.28,54015.36766,3,High
8,5,8413,1,0.01,5.88,15384.67826,3,High
9,5,8413,1,0.98,4,47115.03563,3,High
10,5,8413,1,0.33,5.89,21540.14084,3,High
11,5,8413,1,0.35,6.39,17717.89904,3,High
12,5,8413,1,0.02,4.63,21782.62188,3,High
13,5,8413,1,0,3.37,42445.10701,3,High
14,5,8413,1,0,3.34,41814.59688,3,High
15,5,8413,1,0.75,4.42,22625.77164,3,High
16,5,8413,1,0.71,4.25,26162.7775,3,High
17,5,8413,1,0.68,4.71,22914.49525,3,High
18,5,8413,1,0.9,4.22,27566.50168,3,High
19,5,8413,1,0,5.19,19175.67598,3,High
20,5,8413,1,0.28,4.8,8669.198638,3,High
21,5,8413,1,0.96,3.9,29785.96977,3,High
22,5,8413,1,0.26,6.09,9187.573545,3,High
23,5,8413,1,0,5.96,13507.04775,3,High
24,5,8413,1,0,5.81,16335.14083,3,High
25,5,8413,1,0,6.07,12905.64567,3,High
26,5,8413,1,0,5.86,13354.40768,3,High
27,5,8413,1,0.31,4.93,10471.83369,3,High
28,5,8413,1,0.04,6.6,12861.52913,3,High
29,5,8413,1,0,4.96,38267.62361,3,High
30,5,8413,1,0,4.67,39499.94566,3,High
31,5,8413,1,0.13,7.22,13775.82113,3,High
32,5,8413,1,0,5.39,15713.30587,3,High
33,5,8413,1,0.98,4.22,25356.91088,3,High
34,5,8413,1,0.19,5.7,14135.69056,3,High
35,5,8413,1,0.02,4.46,23963.41334,3,High
36,5,8413,1,0.26,5.59,15455.24126,3,High
37,5,8413,1,0.15,4.64,18635.54909,3,High
38,5,8413,1,0.87,4.73,37432.72439,3,High
39,5,8413,1,0.02,5.05,20562.05403,3,High
40,5,8413,1,1,3.88,21770.36409,3,High
41,5,8413,1,0.01,4.88,26683.37467,3,High
42,5,8413,1,0.04,5.97,9389.148901,3,High
43,5,8413,1,0,4.83,22892.91342,3,High
44,5,8413,1,0.04,5.47,16731.8971,3,High
45,5,8413,1,0.88,4.22,20574.5219,3,High
46,5,8413,1,0,4.33,19924.68779,3,High
47,5,8413,1,0,5.74,18896.80816,3,High
48,5,8413,1,1,3.73,31133.28377,3,High
49,5,8413,1,0.72,4.97,11898.94126,3,High
50,5,8413,1,0.75,4.9,13204.0896,3,High
51,5,8413,1,0.99,3.63,33378.05351,3,High
52,5,8413,1,0.98,3.57,27719.88077,3,High
53,5,8413,1,0.87,4.48,24790.58758,3,High
54,5,8413,1,0.54,5.92,11303.62058,3,High
55,5,8413,1,0.55,6.25,13029.41072,3,High
56,5,8413,1,0.56,5.87,13266.52753,3,High
57,5,8413,1,0.53,5.01,21551.15574,3,High
58,5,8413,1,0,5.55,21606.16817,3,High
59,5,8413,1,0,5.34,20908.0077,3,High
0,3,8430,1,0.99,3.7,18506.33491,3,High
1,3,8430,1,1,3.06,75017.77346,3,High
2,3,8430,1,0.76,4.63,17326.66819,3,High
3,3,8430,1,1,3.04,93543.0732,3,High
4,3,8430,1,0.71,4.94,29625.40654,3,High
5,3,8430,1,0.18,5.04,21728.839,3,High
6,3,8430,1,0.74,4.98,21208.5175,3,High
7,3,8430,1,0.71,5.16,21622.43307,3,High
8,3,8430,1,0.86,4.86,21022.44574,3,High
9,3,8430,1,0.31,5.52,23626.96086,3,High
10,3,8430,1,0.26,4.37,28387.02701,3,High
11,3,8430,1,0.96,4.45,47258.56727,3,High
12,3,8430,1,0.07,6.78,13235.23172,3,High
13,3,8430,1,1,3,102478.892,3,High
14,3,8430,1,1,3,101861.6497,3,High
15,3,8430,1,1,3.04,94259.87383,3,High
16,3,8430,1,1,3.03,91832.63684,3,High
17,3,8430,1,0.96,3.78,34092.92166,3,High
18,3,8430,1,1,3.52,40765.08602,3,High
19,3,8430,1,0,3.79,32305.39912,3,High
20,3,8430,1,0.8,4.08,24260.7733,3,High
21,3,8430,1,0.98,3.65,32729.11826,3,High
22,3,8430,1,0.51,5.4,13603.44177,3,High
23,3,8430,1,0.63,5.75,13188.30505,3,High
24,3,8430,1,0.36,6.75,9935.346973,3,High
25,3,8430,1,0.68,5.45,13833.49757,3,High
26,3,8430,1,0.66,5.85,14468.95451,3,High
27,3,8430,1,1,3.28,33630.94793,3,High
28,3,8430,1,0.97,3.83,33778.65533,3,High
29,3,8430,1,0,6.4,14493.03999,3,High
30,3,8430,1,0.01,6.76,20379.74738,3,High
31,3,8430,1,0.6,4.52,19757.66346,3,High
32,3,8430,1,0.65,5.64,13706.01226,3,High
33,3,8430,1,0.09,5.15,13386.18618,3,High
34,3,8430,1,0.77,4.31,29142.28355,3,High
35,3,8430,1,0,3.4,46387.04238,3,High
36,3,8430,1,0.84,4,28808.56313,3,High
37,3,8430,1,1,3.05,49077.16119,3,High
38,3,8430,1,1,3.27,59692.3577,3,High
39,3,8430,1,0.63,5.55,15269.82566,3,High
40,3,8430,1,0.96,4.11,16014.66635,3,High
41,3,8430,1,0.29,5.55,12457.0196,3,High
42,3,8430,1,0.11,5.41,9662.315479,3,High
43,3,8430,1,0.65,5.78,16558.37346,3,High
44,3,8430,1,0.56,4.89,15892.48752,3,High
45,3,8430,1,0.51,4.98,13247.75932,3,High
46,3,8430,1,0,4.3,18948.49157,3,High
47,3,8430,1,0.02,5.14,18014.40029,3,High
48,3,8430,1,1,3.59,33879.22029,3,High
49,3,8430,1,1,3.06,56925.36631,3,High
50,3,8430,1,1,3.06,59136.09037,3,High
51,3,8430,1,1,3.07,62407.66041,3,High
52,3,8430,1,0.95,4.34,23995.58606,3,High
53,3,8430,1,0.01,5.4,20747.26627,3,High
54,3,8430,1,1,3.39,37896.38668,3,High
55,3,8430,1,0.87,5.46,19326.68397,3,High
56,3,8430,1,0.91,5.54,18398.91697,3,High
57,3,8430,1,1,3.36,56130.40699,3,High
58,3,8430,1,0.99,4.32,31470.92016,3,High
59,3,8430,1,0.99,4.04,29536.12799,3,High
0,4,8435,0,0.97,13.06,17008.55545,6,High
1,4,8435,0,0.74,14.73,24072.93154,6,High
2,4,8435,0,1,6.58,118764.4007,6,High
3,4,8435,0,0.62,11.39,44321.0702,6,High
4,4,8435,0,1,9.55,57819.65828,6,High
5,4,8435,0,1,6.46,145492.0626,6,High
6,4,8435,0,1,8.07,97688.92875,6,High
7,4,8435,0,0.99,8.32,80184.16918,6,High
8,4,8435,0,1,6.85,114040.5226,6,High
9,4,8435,0,0.95,9.02,102815.252,6,High
10,4,8435,0,1,6.02,251695.9441,6,High
11,4,8435,0,1,6.08,360657.0433,6,High
12,4,8435,0,1,6.18,107239.6303,6,High
13,4,8435,0,0.91,12.1,26810.10389,6,High
14,4,8435,0,0.93,12.05,22991.9482,6,High
15,4,8435,0,0.66,10.76,46810.43492,6,High
16,4,8435,0,0.64,12.04,36452.8148,6,High
17,4,8435,0,1,6,255078.0328,6,High
18,4,8435,0,1,6.78,83481.71754,6,High
19,4,8435,0,1,6.11,164769.913,6,High
20,4,8435,0,1,9.49,65216.27672,6,High
21,4,8435,0,1,6.05,179196.706,6,High
22,4,8435,0,1,7.34,43475.57953,6,High
23,4,8435,0,0.97,9.11,39108.09508,6,High
24,4,8435,0,1,9.52,60757.18531,6,High
25,4,8435,0,0.97,9.41,47556.17404,6,High
26,4,8435,0,0.97,9.18,42403.18386,6,High
27,4,8435,0,1,7.18,43114.29652,6,High
28,4,8435,0,1,6.94,73992.18055,6,High
29,4,8435,0,1,6.01,330226.1138,6,High
30,4,8435,0,1,6.01,334665.7622,6,High
31,4,8435,0,1,6.29,140387.811,6,High
32,4,8435,0,0.99,12.32,37037.28479,6,High
33,4,8435,0,0.22,13.53,31291.82334,6,High
34,4,8435,0,1,6.12,145772.9896,6,High
35,4,8435,0,1,8.32,70392.9468,6,High
36,4,8435,0,1,6.12,137136.934,6,High
37,4,8435,0,1,8.45,44740.95602,6,High
38,4,8435,0,1,6.68,150376.9155,6,High
39,4,8435,0,0.1,12.49,34027.91387,6,High
40,4,8435,0,1,7.04,44214.69301,6,High
41,4,8435,0,1,6.47,114300.5038,6,High
42,4,8435,0,1,7.84,60210.87293,6,High
43,4,8435,0,1,7.06,98986.03641,6,High
44,4,8435,0,1,6.14,115629.9564,6,High
45,4,8435,0,0.99,9.05,58302.14781,6,High
46,4,8435,0,1,7.79,63199.50086,6,High
47,4,8435,0,1,6.74,99957.53078,6,High
48,4,8435,0,1,6.04,195879.919,6,High
49,4,8435,0,1,6.85,66736.03297,6,High
50,4,8435,0,1,6.89,73978.99656,6,High
51,4,8435,0,1,6.01,183161.4788,6,High
52,4,8435,0,1,6.36,101597.8956,6,High
53,4,8435,0,1,6.23,140547.7536,6,High
54,4,8435,0,1,6.45,81450.00609,6,High
55,4,8435,0,1,7.8,50873.93824,6,High
56,4,8435,0,1,7.94,54369.03465,6,High
57,4,8435,0,0.9,11.82,43028.19605,6,High
58,4,8435,0,1,10.37,45802.91886,6,High
59,4,8435,0,1,10.16,42438.1266,6,High
0,1,8450,0,0.98,10,19351.71918,6,Low
1,1,8450,0,0.86,12.75,28567.91307,6,Low
2,1,8450,0,1,6.01,187826.6173,6,Low
3,1,8450,0,1,7.32,90592.46555,6,Low
4,1,8450,0,0.96,8.71,47647.8807,6,Low
5,1,8450,0,1,7.07,105085.5501,6,Low
6,1,8450,0,1,6.85,110178.1998,6,Low
7,1,8450,0,1,6.79,88059.21129,6,Low
8,1,8450,0,0.3,17.26,28265.63262,6,Low
9,1,8450,0,0.92,9.29,68182.78129,6,Low
10,1,8450,0,1,8.39,86668.8343,6,Low
11,1,8450,0,1,6.03,391761.8173,6,Low
12,1,8450,0,1,6.88,81002.05008,6,Low
13,1,8450,0,1,8.17,43075.37537,6,Low
14,1,8450,0,1,8.56,44577.86639,6,Low
15,1,8450,0,1,7.29,97149.15445,6,Low
16,1,8450,0,1,7.15,92063.77992,6,Low
17,1,8450,0,1,6.01,208942.8397,6,Low
18,1,8450,0,1,6,149882.1452,6,Low
19,1,8450,0,1,6.07,263862.7081,6,Low
20,1,8450,0,1,6.04,176980.6627,6,Low
21,1,8450,0,1,6.2,149784.8144,6,Low
22,1,8450,0,1,6.57,68891.02141,6,Low
23,1,8450,0,1,6.31,111508.1848,6,Low
24,1,8450,0,0.85,11.66,28576.44758,6,Low
25,1,8450,0,1,6.3,111614.2554,6,Low
26,1,8450,0,1,6.33,110213.3952,6,Low
27,1,8450,0,1,6.02,102604.7036,6,Low
28,1,8450,0,1,7.12,74962.19836,6,Low
29,1,8450,0,1,7.35,83761.58395,6,Low
30,1,8450,0,1,7.7,78831.37492,6,Low
31,1,8450,0,1,6.34,107495.2633,6,Low
32,1,8450,0,1,6.33,104818.0409,6,Low
33,1,8450,0,1,8.95,57171.09402,6,Low
34,1,8450,0,1,6.38,105425.3307,6,Low
35,1,8450,0,1,8.94,74602.24434,6,Low
36,1,8450,0,1,6.25,102533.143,6,Low
37,1,8450,0,1,6.77,54289.37779,6,Low
38,1,8450,0,0.45,11.03,25979.34895,6,Low
39,1,8450,0,0.37,11.15,26266.73371,6,Low
40,1,8450,0,0.99,8.2,34092.24309,6,Low
41,1,8450,0,1,6.14,155425.875,6,Low
42,1,8450,0,1,6.41,67565.34027,6,Low
43,1,8450,0,0.75,14.86,27740.02523,6,Low
44,1,8450,0,1,6.64,84552.61098,6,Low
45,1,8450,0,0.23,14.05,22993.69217,6,Low
46,1,8450,0,1,9.4,39936.58402,6,Low
47,1,8450,0,1,6.1,151384.3487,6,Low
48,1,8450,0,1,6.05,172555.6102,6,Low
49,1,8450,0,1,6.27,79485.54477,6,Low
50,1,8450,0,1,6.13,80332.80734,6,Low
51,1,8450,0,1,8.83,49826.80855,6,Low
52,1,8450,0,1,6.15,118134.4152,6,Low
53,1,8450,0,1,7.95,51154.84313,6,Low
54,1,8450,0,1,6.35,67874.57953,6,Low
55,1,8450,0,1,6.16,87677.60188,6,Low
56,1,8450,0,1,6.16,95312.20418,6,Low
57,1,8450,0,1,8.89,61822.28691,6,Low
58,1,8450,0,1,7.7,70072.33434,6,Low
59,1,8450,0,1,7.69,71089.67313,6,Low
0,5,8454,1,0.07,8.1,6255.524429,3,High
1,5,8454,1,0.04,6.56,9855.516289,3,High
2,5,8454,1,0.71,6.61,13789.39561,3,High
3,5,8454,1,0.24,4.45,18498.70391,3,High
4,5,8454,1,0,6.46,18776.75125,3,High
5,5,8454,1,0,6.3,23941.50054,3,High
6,5,8454,1,1,4.23,32495.80682,3,High
7,5,8454,1,0.95,5.21,27168.83661,3,High
8,5,8454,1,0.29,6.42,11340.52168,3,High
9,5,8454,1,0.91,4.34,41332.93582,3,High
10,5,8454,1,0.22,6.14,20282.54309,3,High
11,5,8454,1,0.17,6.63,18088.45019,3,High
12,5,8454,1,0.23,6.58,9875.303833,3,High
13,5,8454,1,0,3.2,39935.90223,3,High
14,5,8454,1,0,3.23,40244.87283,3,High
15,5,8454,1,0.42,4.24,20013.65965,3,High
16,5,8454,1,0.3,4.22,22446.30957,3,High
17,5,8454,1,0.33,6.12,14788.86654,3,High
18,5,8454,1,0.73,5.65,15463.306,3,High
19,5,8454,1,0,5.71,17903.15713,3,High
20,5,8454,1,0.24,4.4,8183.938364,3,High
21,5,8454,1,0.97,4.64,24152.90389,3,High
22,5,8454,1,0,5.55,16493.35658,3,High
23,5,8454,1,0,6.07,12621.15261,3,High
24,5,8454,1,0,5.52,21194.68065,3,High
25,5,8454,1,0,6.99,12541.02138,3,High
26,5,8454,1,0,6.54,13632.16866,3,High
27,5,8454,1,0.37,6.6,7304.171211,3,High
28,5,8454,1,0,5.41,20049.93451,3,High
29,5,8454,1,0,5.08,22832.2743,3,High
30,5,8454,1,0,5.08,22862.40764,3,High
31,5,8454,1,0.02,5.52,23956.40832,3,High
32,5,8454,1,0,5.35,17060.35805,3,High
33,5,8454,1,0.72,6.16,13822.07313,3,High
34,5,8454,1,0,5.11,17003.94679,3,High
35,5,8454,1,0,3.75,40862.56398,3,High
36,5,8454,1,0.08,5.24,17997.11785,3,High
37,5,8454,1,0.15,4.44,14450.50369,3,High
38,5,8454,1,0.24,6.91,14086.62633,3,High
39,5,8454,1,0,4.89,19512.16363,3,High
40,5,8454,1,0.54,5.15,8625.28168,3,High
41,5,8454,1,0,5.08,18763.2042,3,High
42,5,8454,1,0,5.23,10915.27202,3,High
43,5,8454,1,0,4.62,26102.348,3,High
44,5,8454,1,0.17,5.64,15215.20988,3,High
45,5,8454,1,0.21,4.83,14854.51521,3,High
46,5,8454,1,0,4.55,23573.03375,3,High
47,5,8454,1,0,5.66,20478.9577,3,High
48,5,8454,1,0.63,4.87,17412.39261,3,High
49,5,8454,1,0.87,4.61,18179.4741,3,High
50,5,8454,1,0.86,4.52,18462.39101,3,High
51,5,8454,1,0.58,5.96,14995.66346,3,High
52,5,8454,1,0.34,6.76,11171.30942,3,High
53,5,8454,1,0.06,4.18,29417.5265,3,High
54,5,8454,1,0.54,6.46,9932.282178,3,High
55,5,8454,1,0.03,6.58,12495.16999,3,High
56,5,8454,1,0,6.71,13185.3855,3,High
57,5,8454,1,0.27,6.11,15303.20682,3,High
58,5,8454,1,0,5.74,16357.50868,3,High
59,5,8454,1,0,5.43,19710.71199,3,High
0,6,8465,1,0.51,7.15,7581.492051,3,High
1,6,8465,1,1,3.27,40955.69652,3,High
2,6,8465,1,0.99,3.29,53512.96066,3,High
3,6,8465,1,0.03,6.38,17231.11102,3,High
4,6,8465,1,0.97,4.16,49413.83127,3,High
5,6,8465,1,0.63,6.62,18677.43988,3,High
6,6,8465,1,0.99,3.53,42363.18336,3,High
7,6,8465,1,0.92,4.42,29984.54387,3,High
8,6,8465,1,0.78,5.1,17074.36565,3,High
9,6,8465,1,0.44,5.11,28126.10686,3,High
10,6,8465,1,0.99,3.36,57388.25094,3,High
11,6,8465,1,0.98,3.88,83051.61922,3,High
12,6,8465,1,0.12,4.72,20645.89279,3,High
13,6,8465,1,0.98,4.26,21107.49908,3,High
14,6,8465,1,0.95,4.32,21449.81966,3,High
15,6,8465,1,0.03,6.04,17403.12789,3,High
16,6,8465,1,0.02,6.46,16309.87317,3,High
17,6,8465,1,0.98,3.81,44777.85791,3,High
18,6,8465,1,1,3.1,64078.0925,3,High
19,6,8465,1,1,3.2,73490.99539,3,High
20,6,8465,1,0.11,5.07,17079.40835,3,High
21,6,8465,1,0.59,4.32,21023.16807,3,High
22,6,8465,1,0.95,4.22,23071.69207,3,High
23,6,8465,1,0.1,6.54,13761.23234,3,High
24,6,8465,1,1,3.68,31828.80864,3,High
25,6,8465,1,0.14,6.75,14765.84148,3,High
26,6,8465,1,0.1,6.38,14520.52281,3,High
27,6,8465,1,1,3.91,22984.82494,3,High
28,6,8465,1,1,3.9,33246.00641,3,High
29,6,8465,1,0.65,4.32,28114.89961,3,High
30,6,8465,1,0.48,4.28,30753.8268,3,High
31,6,8465,1,0.99,4.15,35876.57762,3,High
32,6,8465,1,0.94,4.02,30977.35652,3,High
33,6,8465,1,0.22,4.99,18661.03757,3,High
34,6,8465,1,1,3.17,58743.72059,3,High
35,6,8465,1,0.76,5.28,23930.05225,3,High
36,6,8465,1,1,3.24,59395.6817,3,High
37,6,8465,1,0.86,5.27,16953.87435,3,High
38,6,8465,1,1,3.48,72203.16984,3,High
39,6,8465,1,0.01,4.96,23592.82221,3,High
40,6,8465,1,0.99,3.39,27003.4379,3,High
41,6,8465,1,0.97,3.95,39555.94684,3,High
42,6,8465,1,1,3.37,42424.08354,3,High
43,6,8465,1,1,3.38,56724.7251,3,High
44,6,8465,1,0.69,5.06,18518.66004,3,High
45,6,8465,1,0.37,5.73,12603.23681,3,High
46,6,8465,1,0.31,6.81,11475.92821,3,High
47,6,8465,1,0.92,3.95,28154.55424,3,High
48,6,8465,1,1,3.9,45340.45568,3,High
49,6,8465,1,1,3.11,47376.79129,3,High
50,6,8465,1,1,3.1,45833.29365,3,High
51,6,8465,1,1,3.14,56792.69273,3,High
52,6,8465,1,1,3.01,69142.66414,3,High
53,6,8465,1,1,3.34,61455.88033,3,High
54,6,8465,1,1,3.45,28828.53145,3,High
55,6,8465,1,0.54,6.44,13861.76793,3,High
56,6,8465,1,0.44,6.28,12174.99254,3,High
57,6,8465,1,0.98,4.43,29775.19127,3,High
58,6,8465,1,0.82,5.61,18235.71448,3,High
59,6,8465,1,0.89,5.34,19106.80234,3,High
0,8,8531,1,0.95,4.81,11440.40833,3,Low
1,8,8531,1,0.99,3.92,26369.63852,3,Low
2,8,8531,1,0.94,4.45,22224.87351,3,Low
3,8,8531,1,0.93,4.11,25507.8367,3,Low
4,8,8531,1,0.94,4,29428.12998,3,Low
5,8,8531,1,1,3.65,38699.22949,3,Low
6,8,8531,1,1,3.56,38475.74299,3,Low
7,8,8531,1,0.21,5.38,16249.04827,3,Low
8,8,8531,1,1,4.43,20305.31712,3,Low
9,8,8531,1,1,3.05,92113.31191,3,Low
10,8,8531,1,0.97,4.47,27138.00346,3,Low
11,8,8531,1,0.82,5.84,29098.30906,3,Low
12,8,8531,1,1,3.43,37474.06039,3,Low
13,8,8531,1,0.95,4.15,17527.10919,3,Low
14,8,8531,1,0.92,4.4,17165.05957,3,Low
15,8,8531,1,0.92,3.93,23560.52695,3,Low
16,8,8531,1,0.96,4.03,24636.91617,3,Low
17,8,8531,1,1,3.73,29605.88854,3,Low
18,8,8531,1,0.95,4.44,23388.31264,3,Low
19,8,8531,1,1,3.65,30997.79502,3,Low
20,8,8531,1,1,3.42,27080.24234,3,Low
21,8,8531,1,1,3.23,49011.76205,3,Low
22,8,8531,1,0.96,4.17,22403.60935,3,Low
23,8,8531,1,0.98,4.59,21027.45434,3,Low
24,8,8531,1,0.97,5.19,15889.12274,3,Low
25,8,8531,1,0.99,4.53,21238.68162,3,Low
26,8,8531,1,0.99,4.52,23627.88092,3,Low
27,8,8531,1,1,3.82,17814.09783,3,Low
28,8,8531,1,0.99,3.64,28434.92211,3,Low
29,8,8531,1,0.09,6.16,14081.29251,3,Low
30,8,8531,1,0.05,6.32,16842.07544,3,Low
31,8,8531,1,0.97,4.23,23611.27805,3,Low
32,8,8531,1,0.96,4.29,21766.78811,3,Low
33,8,8531,1,0.94,5.29,17737.10416,3,Low
34,8,8531,1,1,3.44,42100.87594,3,Low
35,8,8531,1,1,3.04,74297.97285,3,Low
36,8,8531,1,1,3.38,38366.76584,3,Low
37,8,8531,1,1,3.18,34252.92875,3,Low
38,8,8531,1,0.22,5.1,13843.00726,3,Low
39,8,8531,1,0.98,3.93,24760.55564,3,Low
40,8,8531,1,0.98,4.54,15113.26201,3,Low
41,8,8531,1,1,3.05,60094.26797,3,Low
42,8,8531,1,0.96,4.67,16011.04702,3,Low
43,8,8531,1,0.96,4.51,19682.63096,3,Low
44,8,8531,1,1,3.39,29399.82281,3,Low
45,8,8531,1,1,3.47,25513.19727,3,Low
46,8,8531,1,1,3.67,23295.60374,3,Low
47,8,8531,1,1,4.59,25839.063,3,Low
48,8,8531,1,1,3.54,31188.49715,3,Low
49,8,8531,1,1,3.33,24543.11308,3,Low
50,8,8531,1,1,3.29,25683.69196,3,Low
51,8,8531,1,0.95,3.69,25826.22068,3,Low
52,8,8531,1,1,3.81,21349.34477,3,Low
53,8,8531,1,1,3.02,74991.63297,3,Low
54,8,8531,1,0.99,5.01,18181.83802,3,Low
55,8,8531,1,0.93,4.11,21548.8534,3,Low
56,8,8531,1,0.93,4.34,20722.17306,3,Low
57,8,8531,1,0.95,4.34,23963.93293,3,Low
58,8,8531,1,1,3.27,34957.56248,3,Low
59,8,8531,1,1,3.41,33800.67975,3,Low
0,1,8560,1,0.96,4.39,9536.768877,3,Low
1,1,8560,1,0.77,5.09,16810.01772,3,Low
2,1,8560,1,1,3,104794.0959,3,Low
3,1,8560,1,1,3.78,44671.21648,3,Low
4,1,8560,1,0.99,3.92,25405.49154,3,Low
5,1,8560,1,1,3.4,56025.38523,3,Low
6,1,8560,1,0.99,3.22,57085.72297,3,Low
7,1,8560,1,0.99,3.55,33320.07584,3,Low
8,1,8560,1,0.82,6.22,25692.09164,3,Low
9,1,8560,1,0.86,4.58,29584.7358,3,Low
10,1,8560,1,0.99,3.52,48189.83137,3,Low
11,1,8560,1,1,3.02,194110.2027,3,Low
12,1,8560,1,1,3.66,31071.23021,3,Low
13,1,8560,1,1,3.63,20363.1562,3,Low
14,1,8560,1,0.99,3.98,21044.19772,3,Low
15,1,8560,1,1,3.47,44098.68539,3,Low
16,1,8560,1,1,3.51,44005.23582,3,Low
17,1,8560,1,1,3,106518.1257,3,Low
18,1,8560,1,1,3.03,75816.86156,3,Low
19,1,8560,1,1,3.02,140184.4885,3,Low
20,1,8560,1,1,3.21,52202.15604,3,Low
21,1,8560,1,1,3.33,49570.43125,3,Low
22,1,8560,1,1,3.24,32408.58766,3,Low
23,1,8560,1,1,3.42,33472.1567,3,Low
24,1,8560,1,0.73,5.3,14263.62138,3,Low
25,1,8560,1,1,3.48,32177.11293,3,Low
26,1,8560,1,1,3.44,33857.64234,3,Low
27,1,8560,1,1,3.03,50610.10336,3,Low
28,1,8560,1,1,3.42,43296.29955,3,Low
29,1,8560,1,1,3.16,69419.67629,3,Low
30,1,8560,1,1,3.08,67292.20672,3,Low
31,1,8560,1,1,3.2,58021.41227,3,Low
32,1,8560,1,0.99,3.59,28128.44931,3,Low
33,1,8560,1,0.81,6.05,15067.2037,3,Low
34,1,8560,1,1,3.05,55821.48814,3,Low
35,1,8560,1,0.98,3.69,40606.31834,3,Low
36,1,8560,1,1,3.08,60726.40902,3,Low
37,1,8560,1,0.97,4.73,16728.29028,3,Low
38,1,8560,1,0.85,5.27,21888.40715,3,Low
39,1,8560,1,0.11,4.91,18394.56145,3,Low
40,1,8560,1,1,3.35,28599.09996,3,Low
41,1,8560,1,1,3.05,64760.1823,3,Low
42,1,8560,1,1,3.34,25566.90032,3,Low
43,1,8560,1,0.9,4.81,24741.12328,3,Low
44,1,8560,1,1,3.03,54850.03381,3,Low
45,1,8560,1,0.57,5.08,12715.83811,3,Low
46,1,8560,1,0.99,3.6,25685.38612,3,Low
